disease,symptom_1,symptom_2,symptom_3,symptom_4
covid-19,ho,khan tiếng,mệt mỏi,sốt
covid-19,ho,sốt,khan tiếng,mệt mỏi
covid-19,ho,sốt,mệt mỏi,khan tiếng
covid-19,ho,mệt mỏi,khan tiếng,sốt
covid-19,ho,mệt mỏi,sốt,khan tiếng
covid-19,mệt mỏi,khan tiếng,sốt,ho
covid-19,mệt mỏi,khan tiếng,ho,sốt
covid-19,mệt mỏi,sốt,khan tiếng,ho
covid-19,mệt mỏi,sốt,ho,khan tiếng
covid-19,mệt mỏi,ho,khan tiếng,sốt
covid-19,mệt mỏi,ho,sốt,khan tiếng
covid-19,khan tiếng,sốt,ho,đau đầu
covid-19,khan tiếng,sốt,đau đầu,ho
covid-19,khan tiếng,ho,sốt,đau đầu
covid-19,khan tiếng,ho,đau đầu,sốt
covid-19,khan tiếng,đau đầu,sốt,ho
covid-19,khan tiếng,đau đầu,ho,sốt
covid-19,sốt,khan tiếng,ho,đau đầu
covid-19,sốt,khan tiếng,đau đầu,ho
vảy nến,vảy bạc,mụn mủ,da bị lở,phát ban
vảy nến,vảy bạc,mụn mủ,phát ban,da bị lở
vảy nến,vảy bạc,da bị lở,mụn mủ,phát ban
vảy nến,vảy bạc,da bị lở,phát ban,mụn mủ
vảy nến,vảy bạc,phát ban,mụn mủ,da bị lở
vảy nến,vảy bạc,phát ban,da bị lở,mụn mủ
vảy nến,mụn mủ,vảy bạc,da bị lở,phát ban
vảy nến,mụn mủ,vảy bạc,phát ban,da bị lở
vảy nến,mụn mủ,da bị lở,vảy bạc,phát ban
vảy nến,mụn mủ,da bị lở,phát ban,vảy bạc
nhiễm trùng đường tiết niệu,tiểu buốt,đi tiểu nhiều lần,tiểu rát,tiểu rát
nhiễm trùng đường tiết niệu,tiểu buốt,đi tiểu nhiều lần,tiểu rát,tiểu rát
nhiễm trùng đường tiết niệu,tiểu buốt,tiểu rát,đi tiểu nhiều lần,tiểu rát
nhiễm trùng đường tiết niệu,tiểu buốt,tiểu rát,tiểu rát,đi tiểu nhiều lần
nhiễm trùng đường tiết niệu,tiểu buốt,tiểu rát,đi tiểu nhiều lần,tiểu rát
nhiễm trùng đường tiết niệu,tiểu buốt,tiểu rát,tiểu rát,đi tiểu nhiều lần
nhiễm trùng đường tiết niệu,đi tiểu nhiều lần,tiểu buốt,tiểu rát,tiểu rát
nhiễm trùng đường tiết niệu,đi tiểu nhiều lần,tiểu buốt,tiểu rát,tiểu rát
nhiễm trùng đường tiết niệu,đi tiểu nhiều lần,tiểu rát,tiểu buốt,tiểu rát
nhiễm trùng đường tiết niệu,đi tiểu nhiều lần,tiểu rát,tiểu rát,tiểu buốt
chóng mặt kịch phát lành tính,chóng mặt,buồn nôn,mất thăng bằng,nhìn mờ
chóng mặt kịch phát lành tính,chóng mặt,buồn nôn,nhìn mờ,mất thăng bằng
chóng mặt kịch phát lành tính,chóng mặt,mất thăng bằng,buồn nôn,nhìn mờ
chóng mặt kịch phát lành tính,chóng mặt,mất thăng bằng,nhìn mờ,buồn nôn
chóng mặt kịch phát lành tính,chóng mặt,nhìn mờ,buồn nôn,mất thăng bằng
chóng mặt kịch phát lành tính,chóng mặt,nhìn mờ,mất thăng bằng,buồn nôn
chóng mặt kịch phát lành tính,buồn nôn,chóng mặt,mất thăng bằng,nhìn mờ
chóng mặt kịch phát lành tính,buồn nôn,chóng mặt,nhìn mờ,mất thăng bằng
chóng mặt kịch phát lành tính,buồn nôn,mất thăng bằng,chóng mặt,nhìn mờ
chóng mặt kịch phát lành tính,buồn nôn,mất thăng bằng,nhìn mờ,chóng mặt
chóng mặt kịch phát lành tính,buồn nôn,nhìn mờ,chóng mặt,mất thăng bằng
viêm khớp,cứng khớp,đau khớp,đau khi di chuyển,mệt mỏi
viêm khớp,cứng khớp,đau khớp,mệt mỏi,đau khi di chuyển
viêm khớp,cứng khớp,đau khi di chuyển,đau khớp,mệt mỏi
viêm khớp,cứng khớp,đau khi di chuyển,mệt mỏi,đau khớp
viêm khớp,cứng khớp,mệt mỏi,đau khớp,đau khi di chuyển
viêm khớp,cứng khớp,mệt mỏi,đau khi di chuyển,đau khớp
viêm khớp,đau khớp,cứng khớp,đau khi di chuyển,mệt mỏi
viêm khớp,đau khớp,cứng khớp,mệt mỏi,đau khi di chuyển
viêm khớp,đau khớp,đau khi di chuyển,cứng khớp,mệt mỏi
viêm khớp,đau khớp,đau khi di chuyển,mệt mỏi,cứng khớp
hạ đường huyết,tim đập nhanh,đổ mồ hôi,mờ mắt,buồn nôn
hạ đường huyết,tim đập nhanh,đổ mồ hôi,buồn nôn,mờ mắt
hạ đường huyết,tim đập nhanh,mờ mắt,đổ mồ hôi,buồn nôn
hạ đường huyết,tim đập nhanh,mờ mắt,buồn nôn,đổ mồ hôi
hạ đường huyết,tim đập nhanh,buồn nôn,đổ mồ hôi,mờ mắt
hạ đường huyết,tim đập nhanh,buồn nôn,mờ mắt,đổ mồ hôi
hạ đường huyết,đổ mồ hôi,tim đập nhanh,mờ mắt,buồn nôn
hạ đường huyết,đổ mồ hôi,tim đập nhanh,buồn nôn,mờ mắt
hạ đường huyết,đổ mồ hôi,mờ mắt,tim đập nhanh,buồn nôn
hạ đường huyết,đổ mồ hôi,mờ mắt,buồn nôn,tim đập nhanh
hạ đường huyết,đổ mồ hôi,buồn nôn,tim đập nhanh,mờ mắt
hạ đường huyết,đổ mồ hôi,buồn nôn,mờ mắt,tim đập nhanh
hạ đường huyết,mờ mắt,tim đập nhanh,đổ mồ hôi,buồn nôn
hạ đường huyết,mờ mắt,tim đập nhanh,buồn nôn,đổ mồ hôi
hạ đường huyết,mờ mắt,đổ mồ hôi,tim đập nhanh,buồn nôn
hạ đường huyết,mờ mắt,đổ mồ hôi,buồn nôn,tim đập nhanh
hạ đường huyết,mờ mắt,buồn nôn,tim đập nhanh,đổ mồ hôi
hạ đường huyết,mờ mắt,buồn nôn,đổ mồ hôi,tim đập nhanh
hạ đường huyết,buồn nôn,tim đập nhanh,đổ mồ hôi,mờ mắt
hạ đường huyết,buồn nôn,tim đập nhanh,mờ mắt,đổ mồ hôi
hạ đường huyết,buồn nôn,đổ mồ hôi,tim đập nhanh,mờ mắt
hạ đường huyết,buồn nôn,đổ mồ hôi,mờ mắt,tim đập nhanh
hạ đường huyết,buồn nôn,mờ mắt,tim đập nhanh,đổ mồ hôi
hạ đường huyết,buồn nôn,mờ mắt,đổ mồ hôi,tim đập nhanh
thoái hóa đốt sống cổ,cứng cổ,đau cơ,mất cảm giác tay,vận động vùng cổ gặp khó khăn
thoái hóa đốt sống cổ,cứng cổ,đau cơ,vận động vùng cổ gặp khó khăn,mất cảm giác tay
viêm tai giữa,ù tai,đau tai,chảy dịch từ tai,sốt nhẹ
viêm tai giữa,ù tai,đau tai,sốt nhẹ,chảy dịch từ tai
viêm tai giữa,ù tai,chảy dịch từ tai,đau tai,sốt nhẹ
viêm tai giữa,ù tai,chảy dịch từ tai,sốt nhẹ,đau tai
viêm tai giữa,ù tai,sốt nhẹ,đau tai,chảy dịch từ tai
viêm tai giữa,ù tai,sốt nhẹ,chảy dịch từ tai,đau tai
viêm tai giữa,đau tai,ù tai,chảy dịch từ tai,sốt nhẹ
viêm tai giữa,đau tai,ù tai,sốt nhẹ,chảy dịch từ tai
viêm tai giữa,đau tai,chảy dịch từ tai,ù tai,sốt nhẹ
viêm tai giữa,đau tai,chảy dịch từ tai,sốt nhẹ,ù tai
viêm tai giữa,đau tai,sốt nhẹ,ù tai,chảy dịch từ tai
viêm tai giữa,đau tai,sốt nhẹ,chảy dịch từ tai,ù tai
giãn tĩnh mạch,mỏi tay chân,sưng tay chân,tê chân,ngứa chân
giãn tĩnh mạch,mỏi tay chân,sưng tay chân,ngứa chân,tê chân
giãn tĩnh mạch,mỏi tay chân,tê chân,sưng tay chân,ngứa chân
giãn tĩnh mạch,mỏi tay chân,tê chân,ngứa chân,sưng tay chân
giãn tĩnh mạch,mỏi tay chân,ngứa chân,sưng tay chân,tê chân
giãn tĩnh mạch,mỏi tay chân,ngứa chân,tê chân,sưng tay chân
giãn tĩnh mạch,sưng tay chân,mỏi tay chân,tê chân,ngứa chân
giãn tĩnh mạch,sưng tay chân,mỏi tay chân,ngứa chân,tê chân
giãn tĩnh mạch,sưng tay chân,tê chân,mỏi tay chân,ngứa chân
giãn tĩnh mạch,sưng tay chân,tê chân,ngứa chân,mỏi tay chân
viêm da dị ứng,khô da,ngứa,nứt nẻ,mụn mủ
viêm da dị ứng,khô da,ngứa,mụn mủ,nứt nẻ
chốc,sốt,mệt mỏi,phát ban,sưng đỏ quanh mũi
chốc,sốt,mệt mỏi,sưng đỏ quanh mũi,phát ban
chốc,sốt,phát ban,mệt mỏi,sưng đỏ quanh mũi
chốc,sốt,phát ban,sưng đỏ quanh mũi,mệt mỏi
chốc,sốt,sưng đỏ quanh mũi,mệt mỏi,phát ban
chốc,sốt,sưng đỏ quanh mũi,phát ban,mệt mỏi
chốc,mệt mỏi,sốt,phát ban,sưng đỏ quanh mũi
chốc,mệt mỏi,sốt,sưng đỏ quanh mũi,phát ban
chốc,mệt mỏi,phát ban,sốt,sưng đỏ quanh mũi
chốc,mệt mỏi,phát ban,sưng đỏ quanh mũi,sốt
chốc,mệt mỏi,sưng đỏ quanh mũi,sốt,phát ban
suy giáp,chán ăn,táo bón,đau khớp,khàn giọng
suy giáp,chán ăn,táo bón,khàn giọng,đau khớp
suy giáp,chán ăn,đau khớp,táo bón,khàn giọng
suy giáp,chán ăn,đau khớp,khàn giọng,táo bón
suy giáp,chán ăn,khàn giọng,táo bón,đau khớp
suy giáp,chán ăn,khàn giọng,đau khớp,táo bón
suy giáp,táo bón,chán ăn,đau khớp,khàn giọng
suy giáp,táo bón,chán ăn,khàn giọng,đau khớp
suy giáp,táo bón,đau khớp,chán ăn,khàn giọng
suy giáp,táo bón,đau khớp,khàn giọng,chán ăn
suy giáp,táo bón,khàn giọng,chán ăn,đau khớp
suy giáp,táo bón,khàn giọng,đau khớp,chán ăn
suy giáp,đau khớp,chán ăn,táo bón,khàn giọng
suy giáp,đau khớp,chán ăn,khàn giọng,táo bón
suy giáp,đau khớp,táo bón,chán ăn,khàn giọng
suy giáp,đau khớp,táo bón,khàn giọng,chán ăn
suy giáp,đau khớp,khàn giọng,chán ăn,táo bón
suy giáp,đau khớp,khàn giọng,táo bón,chán ăn
suy giáp,khàn giọng,chán ăn,táo bón,đau khớp
suy giáp,khàn giọng,chán ăn,đau khớp,táo bón
suy giáp,khàn giọng,táo bón,chán ăn,đau khớp
suy giáp,khàn giọng,táo bón,đau khớp,chán ăn
suy giáp,khàn giọng,đau khớp,chán ăn,táo bón
suy giáp,khàn giọng,đau khớp,táo bón,chán ăn
cường giáp,tim đập nhanh,sút cân,tiêu chảy,run đầu ngón tay
cường giáp,tim đập nhanh,sút cân,run đầu ngón tay,tiêu chảy
cường giáp,tim đập nhanh,tiêu chảy,sút cân,run đầu ngón tay
cường giáp,tim đập nhanh,tiêu chảy,run đầu ngón tay,sút cân
cường giáp,tim đập nhanh,run đầu ngón tay,sút cân,tiêu chảy
cường giáp,tim đập nhanh,run đầu ngón tay,tiêu chảy,sút cân
cường giáp,sút cân,tim đập nhanh,tiêu chảy,run đầu ngón tay
cường giáp,sút cân,tim đập nhanh,run đầu ngón tay,tiêu chảy
cường giáp,sút cân,tiêu chảy,tim đập nhanh,run đầu ngón tay
cường giáp,sút cân,tiêu chảy,run đầu ngón tay,tim đập nhanh
cường giáp,sút cân,run đầu ngón tay,tim đập nhanh,tiêu chảy
cường giáp,sút cân,run đầu ngón tay,tiêu chảy,tim đập nhanh
cường giáp,tiêu chảy,tim đập nhanh,sút cân,run đầu ngón tay
cường giáp,tiêu chảy,tim đập nhanh,run đầu ngón tay,sút cân
cường giáp,tiêu chảy,sút cân,tim đập nhanh,run đầu ngón tay
cường giáp,tiêu chảy,sút cân,run đầu ngón tay,tim đập nhanh
cường giáp,tiêu chảy,run đầu ngón tay,tim đập nhanh,sút cân
cường giáp,tiêu chảy,run đầu ngón tay,sút cân,tim đập nhanh
cường giáp,run đầu ngón tay,tim đập nhanh,sút cân,tiêu chảy
cường giáp,run đầu ngón tay,tim đập nhanh,tiêu chảy,sút cân
cường giáp,run đầu ngón tay,sút cân,tim đập nhanh,tiêu chảy
cường giáp,run đầu ngón tay,sút cân,tiêu chảy,tim đập nhanh
cường giáp,run đầu ngón tay,tiêu chảy,tim đập nhanh,sút cân
cường giáp,run đầu ngón tay,tiêu chảy,sút cân,tim đập nhanh
viêm gan do rượu,buồn nôn,sút cân,mệt mỏi,vàng mắt
viêm gan do rượu,buồn nôn,sút cân,vàng mắt,mệt mỏi
viêm gan do rượu,buồn nôn,mệt mỏi,sút cân,vàng mắt
viêm gan do rượu,buồn nôn,mệt mỏi,vàng mắt,sút cân
viêm gan do rượu,buồn nôn,vàng mắt,sút cân,mệt mỏi
viêm gan do rượu,buồn nôn,vàng mắt,mệt mỏi,sút cân
viêm gan do rượu,sút cân,buồn nôn,mệt mỏi,vàng mắt
viêm gan do rượu,sút cân,buồn nôn,vàng mắt,mệt mỏi
viêm gan do rượu,sút cân,mệt mỏi,buồn nôn,vàng mắt
viêm gan do rượu,sút cân,mệt mỏi,vàng mắt,buồn nôn
viêm gan do rượu,sút cân,vàng mắt,buồn nôn,mệt mỏi
viêm gan do rượu,sút cân,vàng mắt,mệt mỏi,buồn nôn
viêm gan do rượu,mệt mỏi,buồn nôn,sút cân,vàng mắt
viêm gan do rượu,mệt mỏi,buồn nôn,vàng mắt,sút cân
viêm gan do rượu,mệt mỏi,sút cân,buồn nôn,vàng mắt
viêm gan do rượu,mệt mỏi,sút cân,vàng mắt,buồn nôn
viêm gan do rượu,mệt mỏi,vàng mắt,buồn nôn,sút cân
viêm gan do rượu,mệt mỏi,vàng mắt,sút cân,buồn nôn
viêm gan do rượu,vàng mắt,buồn nôn,sút cân,mệt mỏi
viêm gan do rượu,vàng mắt,buồn nôn,mệt mỏi,sút cân
viêm gan do rượu,vàng mắt,sút cân,buồn nôn,mệt mỏi
viêm gan do rượu,vàng mắt,sút cân,mệt mỏi,buồn nôn
viêm gan do rượu,vàng mắt,mệt mỏi,buồn nôn,sút cân
viêm gan do rượu,vàng mắt,mệt mỏi,sút cân,buồn nôn
viêm gan B,nước tiểu sẫm màu,sốt,mệt mỏi,buồn nôn
viêm gan B,nước tiểu sẫm màu,sốt,buồn nôn,mệt mỏi
viêm gan B,nước tiểu sẫm màu,mệt mỏi,sốt,buồn nôn
viêm gan B,nước tiểu sẫm màu,mệt mỏi,buồn nôn,sốt
viêm gan B,nước tiểu sẫm màu,buồn nôn,sốt,mệt mỏi
viêm gan B,nước tiểu sẫm màu,buồn nôn,mệt mỏi,sốt
viêm gan B,sốt,nước tiểu sẫm màu,mệt mỏi,buồn nôn
viêm gan B,sốt,nước tiểu sẫm màu,buồn nôn,mệt mỏi
viêm gan B,sốt,mệt mỏi,nước tiểu sẫm màu,buồn nôn
viêm gan B,sốt,mệt mỏi,buồn nôn,nước tiểu sẫm màu
viêm gan B,sốt,buồn nôn,nước tiểu sẫm màu,mệt mỏi
viêm gan B,sốt,buồn nôn,mệt mỏi,nước tiểu sẫm màu
viêm gan B,mệt mỏi,nước tiểu sẫm màu,sốt,buồn nôn
viêm gan B,mệt mỏi,nước tiểu sẫm màu,buồn nôn,sốt
viêm gan B,mệt mỏi,sốt,nước tiểu sẫm màu,buồn nôn
viêm gan B,mệt mỏi,sốt,buồn nôn,nước tiểu sẫm màu
viêm gan B,mệt mỏi,buồn nôn,nước tiểu sẫm màu,sốt
viêm gan B,mệt mỏi,buồn nôn,sốt,nước tiểu sẫm màu
viêm gan B,buồn nôn,nước tiểu sẫm màu,sốt,mệt mỏi
viêm gan B,buồn nôn,nước tiểu sẫm màu,mệt mỏi,sốt
viêm gan B,buồn nôn,sốt,nước tiểu sẫm màu,mệt mỏi
viêm gan B,buồn nôn,sốt,mệt mỏi,nước tiểu sẫm màu
viêm gan B,buồn nôn,mệt mỏi,nước tiểu sẫm màu,sốt
viêm gan B,buồn nôn,mệt mỏi,sốt,nước tiểu sẫm màu
viêm gan C,nước tiểu sẫm màu,sốt nhẹ,chán ăn,đau bụng trên bên phải
viêm gan C,nước tiểu sẫm màu,sốt nhẹ,đau bụng trên bên phải,chán ăn
viêm gan C,nước tiểu sẫm màu,chán ăn,sốt nhẹ,đau bụng trên bên phải
viêm gan C,nước tiểu sẫm màu,chán ăn,đau bụng trên bên phải,sốt nhẹ
viêm gan C,nước tiểu sẫm màu,đau bụng trên bên phải,sốt nhẹ,chán ăn
viêm gan C,nước tiểu sẫm màu,đau bụng trên bên phải,chán ăn,sốt nhẹ
viêm gan C,sốt nhẹ,nước tiểu sẫm màu,chán ăn,đau bụng trên bên phải
viêm gan C,sốt nhẹ,nước tiểu sẫm màu,đau bụng trên bên phải,chán ăn
viêm gan C,sốt nhẹ,chán ăn,nước tiểu sẫm màu,đau bụng trên bên phải
viêm gan C,sốt nhẹ,chán ăn,đau bụng trên bên phải,nước tiểu sẫm màu
viêm gan C,sốt nhẹ,đau bụng trên bên phải,nước tiểu sẫm màu,chán ăn
viêm gan C,sốt nhẹ,đau bụng trên bên phải,chán ăn,nước tiểu sẫm màu
viêm gan C,chán ăn,nước tiểu sẫm màu,sốt nhẹ,đau bụng trên bên phải
viêm gan C,chán ăn,nước tiểu sẫm màu,đau bụng trên bên phải,sốt nhẹ
viêm gan C,chán ăn,sốt nhẹ,nước tiểu sẫm màu,đau bụng trên bên phải
viêm gan C,chán ăn,sốt nhẹ,đau bụng trên bên phải,nước tiểu sẫm màu
viêm gan C,chán ăn,đau bụng trên bên phải,nước tiểu sẫm màu,sốt nhẹ
viêm gan C,chán ăn,đau bụng trên bên phải,sốt nhẹ,nước tiểu sẫm màu
viêm gan C,đau bụng trên bên phải,nước tiểu sẫm màu,sốt nhẹ,chán ăn
viêm gan C,đau bụng trên bên phải,nước tiểu sẫm màu,chán ăn,sốt nhẹ
viêm gan C,đau bụng trên bên phải,sốt nhẹ,nước tiểu sẫm màu,chán ăn
viêm gan C,đau bụng trên bên phải,sốt nhẹ,chán ăn,nước tiểu sẫm màu
viêm gan C,đau bụng trên bên phải,chán ăn,nước tiểu sẫm màu,sốt nhẹ
viêm gan C,đau bụng trên bên phải,chán ăn,sốt nhẹ,nước tiểu sẫm màu
say nắng,tim đập nhanh,buồn nôn,chóng mặt,đổ mồ hôi
say nắng,tim đập nhanh,buồn nôn,đổ mồ hôi,chóng mặt
say nắng,tim đập nhanh,chóng mặt,buồn nôn,đổ mồ hôi
say nắng,tim đập nhanh,chóng mặt,đổ mồ hôi,buồn nôn
say nắng,tim đập nhanh,đổ mồ hôi,buồn nôn,chóng mặt
say nắng,tim đập nhanh,đổ mồ hôi,chóng mặt,buồn nôn
say nắng,buồn nôn,tim đập nhanh,chóng mặt,đổ mồ hôi
say nắng,buồn nôn,tim đập nhanh,đổ mồ hôi,chóng mặt
say nắng,buồn nôn,chóng mặt,tim đập nhanh,đổ mồ hôi
say nắng,buồn nôn,chóng mặt,đổ mồ hôi,tim đập nhanh
say nắng,buồn nôn,đổ mồ hôi,tim đập nhanh,chóng mặt
đau vai gáy,đau cổ,tê tay,mỏi tay,đau khi di chuyển
đau vai gáy,đau cổ,tê tay,đau khi di chuyển,mỏi tay
chàm,nổi mụt trên cơ thể,mẩn đỏ,ngứa,da khô
chàm,nổi mụt trên cơ thể,mẩn đỏ,da khô,ngứa
viêm nướu,nướu đỏ,chảy máu ở chân răng,có mủ màu trắng,sưng nướu
viêm nướu,nướu đỏ,chảy máu ở chân răng,sưng nướu,có mủ màu trắng
viêm nướu,nướu đỏ,có mủ màu trắng,chảy máu ở chân răng,sưng nướu
viêm nướu,nướu đỏ,có mủ màu trắng,sưng nướu,chảy máu ở chân răng
viêm nướu,nướu đỏ,sưng nướu,chảy máu ở chân răng,có mủ màu trắng
viêm nướu,nướu đỏ,sưng nướu,có mủ màu trắng,chảy máu ở chân răng
viêm nướu,chảy máu ở chân răng,nướu đỏ,có mủ màu trắng,sưng nướu
viêm nướu,chảy máu ở chân răng,nướu đỏ,sưng nướu,có mủ màu trắng
viêm nướu,chảy máu ở chân răng,có mủ màu trắng,nướu đỏ,sưng nướu
viêm nướu,chảy máu ở chân răng,có mủ màu trắng,sưng nướu,nướu đỏ
